label,humanLabel,text,score
POSITIVE,1,YOASOBIさんの歌はいい曲ばかりですねいつも聞いていますアイドルのEnglishばんも聞いたのですがやはり素晴らしかったです😄,0.9884
NEUTRAL,1,アイドルの再生数のお陰で再生数の感覚が麻痺してしまった1日500万再生とか普通にみていればそうなるか,0.8964
NEUTRAL,1,3億回再生すごすぎる,0.6595
POSITIVE,1,あいちやんほんとにすごい,0.5537
POSITIVE,1,凄すぎて我の脳がおかしくなるぐらい聴いている,0.9255
NEUTRAL,0,あと17万回,0.7424
POSITIVE,1,The推しの子って感じの曲で凄すぎます😭セリフやキャラの名前などが歌詞にあったりしてほんとよく作られたなって思います天才すぎます🩷🩷,0.9913
POSITIVE,1,もう3億回超えてるだなんて😭😭ほんとに凄すぎます体育大会でも流れてました😂まじ嬉しすぎました🩷🩷,0.9881
POSITIVE,1,めっちゃ有名やん❗😮🎉,0.9741
POSITIVE,1,マジで神,0.9753
POSITIVE,1,人気順にした時のサムネの破壊力やばい,0.7082
NEUTRAL,1,日本のアーティストはKing GnuアドYOASOBIの3強だな,0.7745
NEUTRAL,0,体育祭でも流れないかな,0.7275
NEUTRAL,0,あと27万回,0.7398
POSITIVE,0,ぜんぶうたえたのこれ😊,0.7742
NEUTRAL,0,なんだよ再生3.2億って…,0.5292
NEUTRAL,0,10月も聴く人✋,0.6333
NEUTRAL,0,🇰🇷あっち👉ckwkwk,0.8083
NEUTRAL,0,2026年も聞いてる人🖐🏻,0.8735
POSITIVE,1,踊りが好き,0.9864
NEUTRAL,1,もうすぐ3.3億🎉🎉,0.6275
POSITIVE,1,いつの間にか再生回数が夜に駆けるも怪物も超えてて凄い,0.9152
NEUTRAL,0,あと39万回,0.7734
POSITIVE,0,昨日運動会だったんです一部の競技にこの歌がフルバージョンで流れました高評価お願いします↓↓↓,0.9762
POSITIVE,1,いくらリリースしたのが5ヶ月前とはいえ3億超えは凄い🎉,0.7691
NEUTRAL,1,五ヶ月で3億ってスゴすぎでは…YOASOBIで一番再生回数も多いし,0.7497
POSITIVE,1,J-pop史上最強で最高の曲,0.9003
NEGATIVE,0,ナタラタマなひちらやわなたらまわやなたさたやわ,0.3869
POSITIVE,1,この曲はj-popの王者これだけは絶対に変わらない,0.9347
NEUTRAL,0,アイドル好きな人👇,0.6612
NEGATIVE,1,勇者の再生数を上回っているんだけどやはり化物だね,0.6023
NEUTRAL,-1,い…1位じゃなくなってる…だと…,0.5161
NEUTRAL,0,さぁあと50万だ,0.4539
POSITIVE,0,人の心を引き付けてるすごい歌だよ2023のレコード大賞間違いない23/10/1,0.957
POSITIVE,1,うまいです🎉,0.9903
NEUTRAL,0,私のホームだ😀,0.8105
POSITIVE,1,定期的に聴きに来てしまうほど狂おしいほど愛してる❤,0.9842
NEUTRAL,0,さぁあと61万だ,0.4737
NEUTRAL,0,アイドル,0.8733
POSITIVE,1,かわいいかわいい,0.9829
NEUTRAL,0,ナイナイ岡村さん猛勉強中w,0.6962
NEUTRAL,-1,こんな幼稚園の行進曲みたいなのが日本のトップ再生数ってw終わってる,0.8149
POSITIVE,1,一度は1位から陥落したとしてもここからがすごいのが星野アイなんだよきっといや必ず1位に返り咲くよなんたって完璧で究極のアイドルだからね,0.977
POSITIVE,1,人気3位マヂで凄いよねー3位おめでとう🎉この曲🎉(星野アイは好きっす),0.99
POSITIVE,1,人気曲ランキング3位おめでとうございますw🎉🎉👌,0.9736
POSITIVE,1,よい,0.9881
NEUTRAL,1,5ヶ月で怪物越してて草,0.8878
NEUTRAL,1,まだ伸びしろがあるねこの曲は,0.6907
POSITIVE,1,まじで神曲,0.9466
NEUTRAL,0,さぁあと88万だ,0.5119
POSITIVE,0,人気1位のミュージック・ビデオにもう一回あげようぜみんな,0.9283
POSITIVE,1,Ayaseさんとんでもない曲作りましたね,0.9665
POSITIVE,0,これいつかlemon抜きそうだな,0.5621
POSITIVE,0,本日の再生数は1109080回です先週の今日が1090953回なので先週比は101.7%です🎉なんと9月10日以来20日ぶりの110万再生を達成いたしました🎉すすごい…勇者効果が存分に発揮されてますね,0.9861
POSITIVE,1,神曲を超える神曲超神曲,0.958
NEUTRAL,0,年末に4億いくぐらいかな,0.8481
NEUTRAL,0,0:52また1人堕ちる(チャチャ)のチャチャがすげー好きクラップ音なのかドラムなのかまさかのカスタネットなのかそんな事を考えながら寝る😴,0.8216
POSITIVE,1,この歌好きすぎて出勤中休憩中帰り道寝る前で毎日4回は聴いてる,0.9836
NEUTRAL,1,飽きない何回も聴いてる,0.5227
NEUTRAL,0,勇者と行ったり来たりで忙しいわ他のも聴いてるけどねw,0.8043
NEUTRAL,1,ガチで無敵の笑顔でメディア荒らしてて草,0.7034
NEGATIVE,0,コメントを絶や……してないなよしよし,0.8524
POSITIVE,1,私にとってはこれは最高のアニメでありYOASOBIが作った音楽はアニメのディテールと音楽の両方が良いです❤,0.9778
NEUTRAL,0,さぁあと99万だ,0.4472
POSITIVE,0,勇者はどのくらいまで伸びるのだろうか祝福までいけたらいい方かな,0.7956
POSITIVE,0,3.29億再生おめでとうあと100万再生で3.3億再生だ,0.788
NEGATIVE,0,何だかんだ言って本日も100万再生近辺が終了する,0.8475
POSITIVE,1,3億回再生www日本国民確定全員推してるだろw,0.6376
NEGATIVE,0,アイが今後生きたであろう時間は70年70年は約22億秒アイが曲の中で愛してると言うのにかかる時間が約2秒つまりアイは6億5800万秒愛してると伝えられたがまだ足りない,0.4635
NEGATIVE,-1,○○な人🙋‍♂️コメント多すぎてウザいあと歌詞頑張って書いてる人も申し訳ないが鬱陶しい,0.9883
POSITIVE,0,アイドルになりたい❤❤🎉🎉🎉😮😮😮😊😊😊(本当に),0.8313
NEUTRAL,1,映画見て帰って風呂入りながらのアイドルは格別だなぁ先週も同じこと言ってるかも,0.5055
POSITIVE,0,邦楽TOP3に入ると思っている人!,0.8729
NEUTRAL,0,9月も終わるけど8月末と全く変わらない熱量でアイドル好きなんだけど病院行った方がいいか,0.8096
POSITIVE,1,ずっと聞いてるけどいまだに飽きない笑,0.5257
POSITIVE,1,未だに人気順位3位はエグイやろ,0.8327
NEUTRAL,0,2025年に見てる人🙋‍♀️,0.5944
POSITIVE,1,3:08ここ好き,0.9686
POSITIVE,1,凄い,0.9572
POSITIVE,1,今日全話ようやく見たんですけどもう歌詞が天才すぎてびっくりした😳,0.5285
NEUTRAL,0,これに外国人パワーがあれば,0.5424
NEGATIVE,-1,アイドルの曲で腹たた人いますか(アイドルのアンチ),0.8445
POSITIVE,1,神曲,0.9224
POSITIVE,0,米津玄師のLemonの再生回数超えそう,0.6593
POSITIVE,0,この最高な歌は本当の❤(←愛)を示している星の愛は俺のタイプ(ガチ)永遠に流行ってほしい,0.9611
POSITIVE,1,1位をあれだけ取れるって本当に凄いなって思える,0.9416
POSITIVE,1,たまたま仕事中に有線で聴いてなんか凄さに鳥肌が立ちました(૭ᐕ)૭タイトルも歌い手の名前も知らなかったので調べたけどわからなくて諦めかけてたけど今YouTubeの曲を適当に流してたら突然流れててめっちゃ嬉しさに大興奮しました,0.9899
NEGATIVE,-1,結局人と比べる人が多いんですねと思うと残念です😢嫉妬する人は自分と闘わないのでしょう😮,0.9827
POSITIVE,1,(アイドル)サイコーこの歌大好き,0.989
POSITIVE,1,好きすぎて推しの子全部見たったわ,0.9556
POSITIVE,1,凄い三億回突破してるおめでとうございます🎉,0.9837
POSITIVE,1,ヨアソビ可愛い大好き応援する❤,0.9835
POSITIVE,1,日本人は私たちを尊敬します,0.9183
POSITIVE,1,怪物を超えただと,0.7405
POSITIVE,1,めちゃくちゃ好きになった曲って急激にハマって急激に冷めるねんけどこの曲だけはなんでか知らんが5ヶ月経ってもまだ熱い,0.6443
NEGATIVE,-1,今の新着コメント欄から分かるように日本人が聴いてコメントしてるだけで外国人が目立つほどコメントしてないね,0.8316
POSITIVE,1,英語の曲で海外進出狙うとかじゃなく日本語のアニメのOPで世界に勝負出来るって日本史上最高の才能じゃん,0.975
NEUTRAL,1,葬送のフリーレン見てきました関係ないですけどこの歌いいですね,0.553
POSITIVE,1,これは推せる,0.5764
NEUTRAL,1,とうとう怪物を超えたか…まさに怪物だな,0.538
NEGATIVE,0,怪物を倒す勇者ならわかるだが怪物を倒すアイドルって何だ文字だけ見たら訳分からん,0.9194
POSITIVE,1,何回聴いても飽きないすごい魅力的な歌作ったな...,0.9862
NEUTRAL,1,勇者に負けんなよアイドル自分はやっぱアイドルの方が好きだから,0.6121
NEUTRAL,0,普通はアイドル怪物勇者実際は勇者怪物アイドル,0.8779
NEUTRAL,0,はコイツ子供作ったんかは💢🗡🗡🗡,0.9165
NEGATIVE,1,あれいつから3位になったんだろうでもすごすぎる…,0.6236
POSITIVE,1,あついに1位じゃなくなっちゃったんかでもすごすぎぃ,0.4109
POSITIVE,0,2023年9月29日のMステでX JAPANToshiさんがカバーしてくれましたが聴いた人はいますか,0.9338
NEUTRAL,-1,人気曲3位になってしまった...,0.4854
POSITIVE,1,この曲を超えるのは恐らく今後10年以上現れないだろう!,0.5372
POSITIVE,0,アイちゃん◯んだけど生き返ってほしい!,0.6967
NEGATIVE,-1,勇者じゃアイドルに勝てない,0.8008
POSITIVE,1,いまだに人気3位なの凄すぎ,0.8391
POSITIVE,1,すごいです❤❤❤🎉,0.9704
POSITIVE,0,やっぱ勇者よりアイドルだな,0.9126
POSITIVE,1,2ヶ月ぐらい聞いてなかったけどお久に聞きに来たら3億2000万再生いっとるーおめでとうございます🙌🎶🎶🎶,0.9882
NEGATIVE,1,漫画本すら読書にハマらなかった息子がお小遣いで初めて推しの子を買ってきましたこの歌と本とアニメと繰り返し何度も観ています私も所アニメを観てるのですが曲を聴くとなんだか涙が出てきます…,0.79
NEUTRAL,1,推しの子にピッタリな曲はこれ以上無いと思う,0.6242
NEGATIVE,1,たまにこの曲聴くと涙出てくる,0.884
NEUTRAL,1,いえーい❤❤❤,0.7056
NEUTRAL,0,2023年も見てる人,0.7623
POSITIVE,1,02:45 328.000回の閲覧おめでとうございますthis wonderful song,0.8479
POSITIVE,1,可愛いですね❤❤❤,0.9864
NEUTRAL,0,ミー・エンカンタ,0.8351
NEUTRAL,0,AppleミュージックでダウンロードしてるはずなのにYouTubeで聴きにきてしまう,0.7834
NEUTRAL,1,頭から離れない曲🤔,0.7509
NEUTRAL,0,今3億2800万回,0.7225
POSITIVE,1,Bu introya aşığım agaI'm in love with this introこのイントロが大好きです,0.9893
NEGATIVE,1,脳内麻薬出まくる,0.7647
NEUTRAL,1,うわあ3億いってる,0.5205
NEUTRAL,0,勇者のついででまたアイドルも聞いちゃう人他いる,0.7435
POSITIVE,1,アイドルを4億再生まで見届けるまでメインはアイドルだ勇者は底力があるならそれ相応の再生得るだろう,0.8759
POSITIVE,0,2023年も聴いてる人いる,0.5251
POSITIVE,1,3.28億再生おめでとう,0.9565
NEUTRAL,0,勇者これを超えるのは厳しいぞ…歌詞一つ一つに意味が込められてるアイドルは早すぎたんだ,0.7659
POSITIVE,0,勇者から気分変えたくてきました,0.5508
NEUTRAL,0,勇者と交互に聞いてる,0.9309
POSITIVE,0,"本日の再生数は936805回です先週の今日が948189回なので先週比は98.8%‼️今日""も“高い先週比で推移しました勇者のリリースはアイドルにとって吉と出るか凶と出るか今後に注目です",0.8267
POSITIVE,1,やっぱ最高,0.9938
POSITIVE,0,今のトップ動画はこれです,0.5258
POSITIVE,0,勇者おかわりし過ぎたからちょっと味変しに来たw,0.8903
NEUTRAL,0,さぁあと207万だ,0.6344
POSITIVE,0,もうすぐ米津玄師のアイネクライネを抜いて曲では5位になります,0.8203
NEUTRAL,0,予想3.3億10月上旬3.4億10月中旬3.5億10月下旬3.6億11月中旬3.7億11月下旬3.8億12月上旬3.9億12月中旬4億1月上旬,0.5676
POSITIVE,1,愛かわよもう推し,0.9164
POSITIVE,1,3億回おめでとうございます先日学校の文化祭で吹奏楽部が演奏していてめちゃめちゃよかった👍,0.9923
NEUTRAL,0,勇者を聞くとやっぱこれだねーってなってしまったアニメまでみないと深い所まではいけんな,0.5584
POSITIVE,0,勇者見た後すぐに来ましたー!!!,0.9628
POSITIVE,1,何回聴いても完璧,0.9753
NEGATIVE,0,勇者がプレミア公開してるからってコメントを絶やすな,0.5274
NEUTRAL,0,推しの子って1巻でなんかホントに推しは推せるときに推せを教えられるよね,0.6414
NEGATIVE,0,葬送のフリーレン録画するの忘れたぁ………そんなぁ……,0.8954
NEUTRAL,0,勇者待ちの民がなだれ込んでくる😂途方もなく長い25分…まだかな,0.6568
NEUTRAL,0,いつの間に3億いったんだw,0.6801
POSITIVE,1,アイドル怪物超えたんだw新しい怪物ができちゃったな,0.9297
NEUTRAL,0,2300に出る勇者MVの初コメントは誰だろう北斗百裂拳で乱打しないと無理だろうな,0.8317
NEUTRAL,0,c'えsっtろpびえn,0.8773
NEUTRAL,0,こめんと残しとこ,0.6503
NEUTRAL,-1,普通のアニソンやな,0.9548
POSITIVE,1,かわいい💕❤️,0.984
POSITIVE,0,脳内でリピートされるこの曲がな先生に当てられた時とっさにこたえた完璧で究極のゲッターとな,0.9856
NEUTRAL,0,2023年見てる人👍,0.9038
NEGATIVE,-1,なんかこの曲ってYOASOBIっぽくないよな,0.5124
NEGATIVE,-1,なんかYOASOBIの曲の歌詞ってAメロとは一転してBメロで闇の雰囲気になるのが多くてもうそういうのいいからってなるのばっかりだねこの曲もそうじゃん私は最後まで聴く気になれないあもちろん歌は上手だと思う,0.727
