,label,humanLabel,text,score
1423,NEUTRAL,0,9 月 も 終わる けど 8 月 末 と 全く 変わら ない 熱量 で アイドル 好きな んだ けど 病院 行った 方 が いい か ,0.8096
1424,POSITIVE,1,ずっと 聞いて る けど いまだに 飽き ない 笑 ,0.5257
1425,POSITIVE,1,未だに 人気 順位 3 位 は エグイ やろ ,0.8327
1426,NEUTRAL,0,2025 年 に 見て る 人 🙋‍ ♀ ️ ,0.5944
1427,POSITIVE,1,3 : 08 ここ 好き ,0.9686
1428,POSITIVE,1,凄い ,0.9572
1429,POSITIVE,1,今日 全 話 ようやく 見た んです けど もう 歌詞 が 天才 すぎて びっくり した 😳 ,0.5285
1430,NEUTRAL,0,これ に 外国 人 パワー が あれば ,0.5424
1431,NEGATIVE,-1,アイドル の 曲 で 腹 たた 人 い ます か ( アイドル の アンチ ) ,0.8445
1432,POSITIVE,1,神曲 ,0.9224
1433,POSITIVE,0,米津 玄師 の Lemon の 再生 回数 超え そう ,0.6593
1434,POSITIVE,0,この 最高な 歌 は 本当 の ❤ ( ← 愛 ) を 示して いる 星 の 愛 は 俺 の タイプ ( ガチ ) 永遠 に 流行って ほしい ,0.9611
1435,POSITIVE,1,1 位 を あれ だけ 取れる って 本当に 凄い なって 思える ,0.9416
1436,POSITIVE,1,たまたま 仕事 中 に 有線 で 聴いて なんか 凄 さ に 鳥肌 が 立ち ました ( ૭ ᐕ ) ૭ タイトル も 歌い手 の 名前 も 知ら なかった ので 調べた けど わから なくて 諦め かけて た けど 今 YouTube の 曲 を 適当に 流して たら 突然 流れて て めっちゃ 嬉し さ に 大 興奮 し ました ,0.9899
1437,NEGATIVE,-1,結局 人 と 比べる 人 が 多い んです ね と 思う と 残念です 😢嫉 妬 する 人 は 自分 と 闘わ ない ので しょう 😮 ,0.9827
1438,POSITIVE,1,( アイドル ) サイコー この 歌 大好き ,0.989
1439,POSITIVE,1,好き すぎて 推し の 子 全部 見た った わ ,0.9556
1440,POSITIVE,1,凄い 三億 回 突破 して る おめでとう ございます 🎉 ,0.9837
1441,POSITIVE,1,ヨアソビ 可愛い 大好き 応援 する ❤ ,0.9835
1442,POSITIVE,1,日本 人 は 私 たち を 尊敬 し ます ,0.9183
1443,POSITIVE,1,怪物 を 超えた だ と ,0.7405
1444,POSITIVE,1,めちゃくちゃ 好きに なった 曲って 急激に ハマって 急激に 冷める ねん けど この 曲 だけ は なんで か 知ら ん が 5 ヶ月 経って も まだ 熱い ,0.6443
1445,NEGATIVE,-1,今 の 新 着 コメント 欄 から 分かる ように 日本 人 が 聴いて コメント して る だけ で 外国 人 が 目立つ ほど コメント して ない ね ,0.8316
1446,POSITIVE,1,英語 の 曲 で 海外 進出 狙う と か じゃ なく 日本 語 の アニメ の OP で 世界 に 勝負 出来る って 日本 史上 最高の 才能 じゃ ん ,0.975
1447,NEUTRAL,1,葬送 の フリーレン 見て き ました 関係 ない です けど この 歌 いい です ね ,0.553
1448,POSITIVE,1,これ は 推せる ,0.5764
1449,NEUTRAL,1,とうとう 怪物 を 超えた か … まさに 怪物 だ な ,0.538
1450,NEGATIVE,0,怪物 を 倒す 勇者 なら わかる だが 怪物 を 倒す アイドル って 何 だ 文字 だけ 見たら 訳 分から ん ,0.9194
1451,POSITIVE,1,何 回 聴いて も 飽き ない すごい 魅力 的な 歌 作った な . .. ,0.9862
1452,NEUTRAL,1,勇者 に 負け んな よ アイドル 自分 は やっぱ アイドル の 方 が 好きだ から ,0.6121
1453,NEUTRAL,0,普通 は アイドル 怪物 勇者 実際 は 勇者 怪物 アイドル ,0.8779
1454,NEUTRAL,0,は コイツ 子供 作った ん か は 💢🗡 🗡🗡 ,0.9165
1455,NEGATIVE,1,あれ いつ から 3 位 に なった んだろう でも すご すぎる … ,0.6236
1456,POSITIVE,1,あつい に 1 位 じゃ なく なっちゃ った ん か でも すご すぎぃ ,0.4109
1457,POSITIVE,0,2023 年 9 月 29 日 の M ステ で XJAPANToshi さん が カバー して くれ ました が 聴いた 人 は い ます か ,0.9338
1458,NEUTRAL,-1,人気 曲 3 位 に なって しまった . .. ,0.4854
1459,POSITIVE,1,この 曲 を 超える の は 恐らく 今後 10 年 以上 現れ ない だろう ! ,0.5372
1460,POSITIVE,0,アイちゃん ◯ んだ けど 生き返って ほしい ! ,0.6967
1461,NEGATIVE,-1,勇者 じゃ アイドル に 勝て ない ,0.8008
1462,POSITIVE,1,いまだに 人気 3 位 な の 凄 すぎ ,0.8391
1463,POSITIVE,1,すごい で す ❤ ❤ ❤ 🎉 ,0.9704
1464,POSITIVE,0,やっぱ 勇者 より アイドル だ な ,0.9126
1465,POSITIVE,1,2 ヶ月 ぐらい 聞いて なかった けど お 久 に 聞き に 来たら 3億2000万 再生 いっと るー おめでとう ございます 🙌🎶 🎶🎶 ,0.9882
1466,NEGATIVE,1,漫画 本 すら 読書 に ハマら なかった 息子 が お 小遣い で 初めて 推し の 子 を 買って き ました この 歌 と 本 と アニメ と 繰り返し 何度 も 観て い ます 私 も 所 アニメ を 観て る のです が 曲 を 聴く と なんだか 涙 が 出て き ます … ,0.79
1467,NEUTRAL,1,推し の 子 に ピッタリ な 曲 は これ 以上 無い と 思う ,0.6242
1468,NEGATIVE,1,たまに この 曲 聴く と 涙 出て くる ,0.884
1469,NEUTRAL,1,いえーい ❤ ❤ ❤ ,0.7056
1470,NEUTRAL,0,2023 年 も 見て る 人 ,0.7623
1471,POSITIVE,1,02 : 45328 . 000 回 の 閲覧 おめでとう ございます thiswonderfulsong ,0.8479
1472,POSITIVE,1,可愛い です ね ❤ ❤ ❤ ,0.9864
1473,NEUTRAL,0,ミー ・ エンカンタ ,0.8351
1474,NEUTRAL,0,Apple ミュージック で ダウンロード して る はずな の に YouTube で 聴き に きて しまう ,0.7834
1475,NEUTRAL,1,頭から 離れ ない 曲 🤔 ,0.7509
1476,NEUTRAL,0,今 3億2800万 回 ,0.7225
1477,POSITIVE,1,Buintroyaa ş ı ğ ı magaI ' minlovewiththisintro こ の イントロ が 大好きです ,0.9893
1478,NEGATIVE,1,脳 内 麻薬 出 まくる ,0.7647
1479,NEUTRAL,1,うわ あ 3億 いって る ,0.5205
1480,NEUTRAL,0,勇者 の ついで で また アイドル も 聞いちゃ う 人 他 いる ,0.7435
1481,POSITIVE,1,アイドル を 4億 再生 まで 見届ける まで メイン は アイドル だ 勇者 は 底力 が ある なら それ 相応の 再生 得る だろう ,0.8759
1482,POSITIVE,0,2023 年 も 聴いて る 人 いる ,0.5251
1483,POSITIVE,1,3 . 28億 再生 おめでとう ,0.9565
1484,NEUTRAL,0,勇者 これ を 超える の は 厳しい ぞ … 歌詞 一つ一つ に 意味 が 込め られて る アイドル は 早 すぎた んだ ,0.7659
1485,POSITIVE,0,勇者 から 気分 変え たくて き ました ,0.5508
1486,NEUTRAL,0,勇者 と 交互に 聞いて る ,0.9309
1487,POSITIVE,0,"本日 の 再生 数 は 936805 回 です 先週 の 今日 が 948189 回 な ので 先週 比 は 98 .8 % ‼ ️ 今日 "" も “ 高い 先週 比 で 推移 し ました 勇者 の リリース は アイドル に とって 吉 と 出る か 凶 と 出る か 今後 に 注目 です ",0.8267
1488,POSITIVE,1,やっぱ 最高 ,0.9938
1489,POSITIVE,0,今 の トップ 動画 は これ です ,0.5258
1490,POSITIVE,0,勇者 おかわり し 過ぎた から ちょっと 味 変 しに 来た w ,0.8903
1491,NEUTRAL,0,さぁあ と 207万 だ ,0.6344
1492,POSITIVE,0,もう すぐ 米津 玄師 の アイネクライネ を 抜いて 曲 で は 5 位 に なり ます ,0.8203
1493,NEUTRAL,0,予想 3 . 3億10 月 上旬 3 . 4億10 月 中旬 3 . 5億10 月 下旬 3 . 6億11 月 中旬 3 . 7億11 月 下旬 3 . 8億12 月 上旬 3 . 9億12 月 中旬 4億1 月 上旬 ,0.5676
1494,POSITIVE,1,愛 かわ よ もう 推し ,0.9164
1495,POSITIVE,1,3億 回 おめでとう ございます 先日 学校 の 文化 祭 で 吹奏 楽部 が 演奏 して いて めちゃめちゃ よかった 👍 ,0.9923
1496,NEUTRAL,0,勇者 を 聞く と やっぱ これ だ ねー って なって しまった アニメ まで み ない と 深い 所 まで は いけ んな ,0.5584
1497,POSITIVE,0,勇者 見た 後 すぐ に 来 ましたー ! !! ,0.9628
1498,POSITIVE,1,何 回 聴いて も 完璧 ,0.9753
1499,NEGATIVE,0,勇者 が プレミア 公開 して る から って コメント を 絶やす な ,0.5274
1500,NEUTRAL,0,推し の 子 って 1 巻 で なんか ホントに 推し は 推せる とき に 推せ を 教え られる よ ね ,0.6414
1501,NEGATIVE,0,葬送 の フリーレン 録画 する の 忘れたぁ … …… そんなぁ …… ,0.8954
1502,NEUTRAL,0,勇者 待ち の 民 が なだれ 込んで くる 😂途 方 も なく 長い 25 分 … まだ か な ,0.6568
1503,NEUTRAL,0,いつの間に 3億 いった んだ w ,0.6801
1504,POSITIVE,1,アイドル 怪物 超えた んだ w 新しい 怪物 が できちゃ った な ,0.9297
1505,NEUTRAL,0,2300 に 出る 勇者 MV の 初 コメント は 誰 だろう 北斗 百 裂 拳 で 乱打 し ない と 無理だろう な ,0.8317
1506,NEUTRAL,0,c ' え s っ t ろ p び え n ,0.8773
1507,NEUTRAL,0,こめん と 残し とこ ,0.6503
1508,NEUTRAL,-1,普通の アニソン や な ,0.9548
1509,POSITIVE,1,かわいい 💕❤ ️ ,0.984
1510,POSITIVE,0,脳 内 で リピート さ れる この 曲 が な 先生 に 当て られた 時 とっさに こたえた 完璧で 究極 の ゲッター と な ,0.9856
1511,NEUTRAL,0,2023 年 見て る 人 👍 ,0.9038
1512,NEGATIVE,-1,なんか この 曲 って YOASOBI っぽく ない よ な ,0.5124
1513,NEGATIVE,-1,なんか YOASOBI の 曲 の 歌詞 って A メロ と は 一転 して B メロで 闇 の 雰囲気 に なる の が 多くて もう そういう の いい から って なる の ばっかり だ ね この 曲 も そう じゃ ん 私 は 最後 まで 聴く 気 に なれ ない あ もちろん 歌 は 上手だ と 思う ,0.727
1514,POSITIVE,1,まだ 人気 ミュージック ランキング 3 位 に 居る の 凄 いな ✨ ,0.9211
1515,NEGATIVE,0,ADO に まけちゃ だめだめ ,0.9667
1516,NEUTRAL,0,まあまあ ,0.8123
1517,POSITIVE,1,こんなに なんで いい 歌 を 作れる ん だ 🤔本 当 に いつか 全部 手 に 入れる 私 は そう よ 欲張りの アイドル じゃ ない か ❤ ❤ ,0.9723
1518,NEUTRAL,1,勇者 聴いて 改めて 感じた けど この 曲 って YOASOBI の 曲 の 中 でも かなり 異質で 異 次元 な 存在 な んだ な と 秀才 の 中 に いる 天才 みたいな ,0.8354
1519,POSITIVE,1,アイドル 羽 アイドル で もめ っ っちゃ いい きょく ,0.9877
1520,POSITIVE,1,いいう た ,0.9311
1521,POSITIVE,1,子供 の 歯磨き 仕上げ に 欠かせ ない 神曲 です 😂 ,0.98
1522,NEUTRAL,1,レベチ ,0.8983
1523,NEUTRAL,0,未だに 1 日 15 回 は 来る よ ,0.7319
1524,POSITIVE,1,つい に yoasobi の 再生 回数 トップ とった www ,0.925
1525,NEUTRAL,1,アニメ 漫画 こ の PV どれ も 見て ない 音 しか 聴いて ない 子供 から 無限 リピート を 要求 さ れた 件 どんな 魔法 を 使った の か ,0.8768
1526,POSITIVE,1,ちょっと 前 に 怪物 越した と 思ったら 2000万 以上 再生 数 離して る の 凄 すぎ ,0.5118
1527,NEGATIVE,0,3億3000万 回 再生 も もう すぐ ,0.5218
1528,POSITIVE,0,この 曲 吹奏 楽で ドラム し ます ^ _ - ♡ コンサート の アンコール 盛り上がる とい いな 🫣♡ ,0.9895
1529,POSITIVE,1,この 曲 は 何 度 聴いて も 飽き ない ,0.9541
1530,POSITIVE,1,無限 ループ して も まったく 飽き ない 最高の 曲 ,0.9815
1531,NEUTRAL,1,何 回 でも 聞け ます ,0.9137
1532,POSITIVE,1,この 曲 聴いて る と 前向きな 気分 に なれる ,0.9823
1533,NEUTRAL,0,10 回 くらい 来て る ,0.9129
1534,POSITIVE,0,でも 逆に いえば 5 ヶ月 も 人気 一 位 とれた の 凄い じゃ んだ から そろそろ 落ちて も しょうがない と は 思う けど ね これ から も 1 日 90万 回 再生 保って くれたら 少なくとも 4億 は 行く ,0.9331
1535,NEUTRAL,-1,人気 3 位 に なっ ちまった か . .. 😭 ,0.5377
1536,POSITIVE,0,目指せ 今年 中 4億 回 再生 ,0.9543
1537,POSITIVE,1,勇者 が アイドル の 再生 回数 を ぬく こと は できる か 楽しみに なって きた ,0.975
1538,POSITIVE,1,私 は インドネシア 人 です が この 曲 が 本当に 好きです 😊 ,0.979
1539,POSITIVE,1,歌詞 神 🤩 ,0.9478
1540,POSITIVE,1,YOASOBI で 1 番 好き かも 🥰 ,0.9398
1541,POSITIVE,1,応援 して ます 😁 ,0.782
1542,NEUTRAL,0,ナインティナイン の オール ナイト ニッポン ( 2023 年 9 月 21 日 ・ 9 月 28 日 放送 分 ) の せい で 曲 が 流れる と 吹き出して しまう ,0.7038
1543,NEUTRAL,0,この 時間 帯 外国 語 多い w ,0.8796
1544,NEUTRAL,0,勇者 の MV 配信 開始 で アイドル の 再生 数 が どう 変化 する か 楽しみで も あり 不安で も ある ,0.7469
1545,NEUTRAL,1,久しぶりに 見て みたら まだ 伸びて ん の すげえ なぁ ,0.7721
1546,POSITIVE,1,スパムコメ が 来る くらい 人気 に なった んだ なぁ ,0.6404
1547,POSITIVE,1,ただただ 楽しい ♪ ,0.9932
1548,NEUTRAL,0,明朝 だ から って コメント を 絶やす なって 昨日 コメント した よ な ,0.6523
1549,NEUTRAL,0,さぁあ と 280万 だ ,0.4378
1550,NEUTRAL,0,勇者 比べ やはり アイドル もう と 良い 感じ か な ,0.5607
1551,POSITIVE,1,かわいい 🩷 アバンギャルディ から 初めて 来て み ました ❤ ,0.9825
1552,POSITIVE,0,米津 玄師 の lemon 超 え そう ,0.7918
1553,NEGATIVE,0,3 : 09 推し の 子 を 見て た の を 思い出して 泣き ました 😢 ,0.6682
1554,POSITIVE,0,YOASOBI ホーム → リリース 欄 で 勇者 聴け ます ,0.5795
1555,POSITIVE,0,新曲 勇者 を 聞いて 戻って きた 人 👍 ,0.9196
1556,POSITIVE,1,この 曲 の おかげ で 高校 最後の 文化 祭 で 完璧で 究極 の アイドル に なれ ました ありがとう ございます 18 歳 男子 高校 生 ,0.9857
1557,NEUTRAL,0,本日 の 再生 数 は 914101 回 です 先週 の 今日 が 924378 回 な ので 先週 比 は 98 .9 % です 最近 は 高い 先週 比 が 続いて い ます が ようやく 下げ 止まり か ⁉ ️ ,0.8866
1558,POSITIVE,0,9 月 27 日 水曜日 の 再生 数 は 906188 回 です 先週 の 水曜日 が 881961 回 な ので 先週 比 は 102 .7 % で 先週 を 上回り ました 🎉 ,0.6119
1559,POSITIVE,1,1 日 何十 回 聞いて も 飽き ない 神曲 です ね 🥰 ,0.9815
1560,POSITIVE,1,3 . 27億 再生 おめでとう ,0.9675
1561,NEUTRAL,1,私 は いつも その 曲 を 見て い ます ,0.8021
1562,POSITIVE,1,まさに 千 年 に 一 度 の 名曲 ,0.6914
1563,POSITIVE,0,この 歌 好きな 人 いいね 押して ,0.923
1564,NEUTRAL,0,5 ヶ月 で 3億 再生 ,0.5
1565,NEUTRAL,0,本日 は まだ 16 回 しか 聴けて ない ( > _ < ) ノルマ の 20 回 まで YOASOBI の 違う MV を 挟み 達成 する 次第 です < m ( _ _ ) m > ,0.5897
1566,NEUTRAL,0,ゲッタン ,0.9006
1567,NEGATIVE,1,歌 作詞 作曲 が 素晴らしい の は 言う まで も ない けど 作画 も 素晴らし すぎる … この 映像 の ストーリー は 圧巻 の 一言 前 から 気 に なって けど 作品 中 に 出て くる フォント が また 凄い おそらく この 作品 の 為 に 作ら れた んだろう けど 字 から 受ける 感覚 的な もの が マッチ して る 私 の 言葉 で は 上手く 表現 でき ない の が 残念 😂 ,0.8847
1568,POSITIVE,1,この 調子 だ と 今年 中 に 4億 行き そうな 神曲 ✨ ,0.9781
1569,POSITIVE,0,勇者 まで 2 時間 待機 中 に こちら を 10 回 ほど 嗜んで おこう か ,0.6448
1570,POSITIVE,1,再生 数 ヤバ っ アニメ 見た 後 に この 曲 聴いたら 泣いた わ ,0.63
1571,NEUTRAL,1,令和 の MV 🥇 TV アニソン 🥇 ,0.511
1572,POSITIVE,1,マジで 飽き ない 😂配 信 開始 から 半年 経とう と して のに マジで 飽き ない ,0.8453
1573,POSITIVE,1,いい 曲 です ✨ ,0.9879
1574,NEGATIVE,-1,他所 様 の 動画 行って まで ランキング がー と か やって ん の いる なら 恥ずかしい から やめて くれ や ,0.9854
1575,NEGATIVE,1,何 回 聴いて も 鳥肌 やばい ,0.8917
1576,NEUTRAL,0,運動 会 で 踊り ます ,0.8186
1577,POSITIVE,1,5 ヶ月間 も の 間 人気 ランキング 1 位 を キープ して いた の まじ で 凄い 🔥 3 位 に 下がっちゃ った けど まだまだ 伸びる とい いな ❤ ️ ‍ 🔥 ,0.9834
1578,POSITIVE,0,廻 廻 奇譚 抜いた ね ,0.9166
1579,POSITIVE,1,この 歌 が 1 番 好き ❤ ️ ,0.9895
1580,NEGATIVE,1,ヤバヤバヤバ !! !! ,0.9662
1581,POSITIVE,1,Ayase さ いこ ,0.737
1582,POSITIVE,0,勇者 フル 最高でした 検索 したら でて き ました ,0.965
1583,POSITIVE,0,MTVvmaj 2023 の videooftheyear と songoftheyear どちら も 受賞 し そう ,0.9485
1584,POSITIVE,1,歌声 が すごく 綺麗 そして まじ 神曲 ,0.9922
1585,NEGATIVE,0,打上 花火 も 越す の も 時間 の 問題 か ,0.7957
1586,NEGATIVE,-1,ついに アイドル は 人気 順位 が 落ちた か 1 位 の 期間 長かった ,0.8069
1587,NEUTRAL,0,廻 廻 奇譚 越した な ,0.693
